clip_date,date_source,date_text,song_name,song_name_source,artist,clip_kind,chapter_title,clip_title,clip_url,clip_bvid,uploader,duration,source_query,duplicate_key,duplicate_status,duplicate_of,collected_at,notes
2026-08-15,description-date,2026.08.15,霜雪千年,title-song-name,,single,,【小松绿Viridis/翻唱】《霜雪千年》,https://www.bilibili.com/video/BV1BmbC6cEAs/,BV1BmbC6cEAs,小鸡奇遇記,,直链页面 title / meta description,2026-08-15::霜雪千年,primary,,2026-08-20T09:03:04.932Z,直链页面 meta description 明示日期 2026.08.15，标题直接给出真实歌曲名《霜雪千年》，可作为当日 song-cut-first 增量收录。
2026-08-15,description-date,2026.08.15,外婆桥,title-song-name,,single,,【小松绿Viridis/翻唱】《外婆桥》,https://www.bilibili.com/video/BV1PubQ6FEh6/,BV1PubQ6FEh6,小鸡奇遇記,04:10,直链页面 meta description,2026-08-15::外婆桥,primary,,2026-08-20T09:55:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《外婆桥》，meta description 明示日期 2026.08.15 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“外婆桥”。
2026-08-15,description-date,2026.08.15,我的悲伤是水做的,title-song-name,,single,,【小松绿Viridis/翻唱】《我的悲伤是水做的》,https://www.bilibili.com/video/BV1AJby6gECN/,BV1AJby6gECN,小鸡奇遇記,03:44,直链页面 meta description,2026-08-15::我的悲伤是水做的,primary,,2026-08-20T10:20:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《我的悲伤是水做的》，meta description 明示日期 2026.08.15 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“我的悲伤是水做的”。
2026-08-15,description-date,2026.08.15,我多想说再见啊,title-song-name,,single,,【小松绿Viridis/翻唱】《我多想说再见啊》,https://www.bilibili.com/video/BV1Z8by6aEGy/,BV1Z8by6aEGy,小鸡奇遇記,,直链页面 title / meta description,2026-08-15::我多想说再见啊,primary,,2026-08-20T09:03:04.932Z,直链页面 meta description 明示日期 2026.08.15，标题直接给出真实歌曲名《我多想说再见啊》，可作为当日 song-cut-first 增量收录。
2026-08-15,description-date,2026.08.15,一半一半,title-song-name,,single,,【小松绿Viridis/翻唱】《一半一半》,https://www.bilibili.com/video/BV1mgby6LEhy/,BV1mgby6LEhy,小鸡奇遇記,,直链页面 title / meta description,2026-08-15::一半一半,primary,,2026-08-20T09:03:04.932Z,直链页面 meta description 明示日期 2026.08.15，标题直接给出真实歌曲名《一半一半》，可作为当日 song-cut-first 增量收录。
2026-08-15,description-date,2026.8.15晚,雨爱,title-song-name,杨丞琳,single,,【小松绿】《雨爱》,https://www.bilibili.com/video/BV1YZbC6WEJJ/,BV1YZbC6WEJJ,给我来打二向箔,,直链页面 title / meta description / 相关候选网络人工归一,2026-08-15::雨爱,primary,,2026-08-20T09:07:51.220Z,直链页面 meta description 明示日期 2026.8.15 晚，标题直接给出真实歌曲名《雨爱》，可作为当日 song-cut-first 增量收录。
2026-08-12,description-date,20260812 晚,勾指起誓,title-song-name,,single,,【小松绿|羽啾】“说好从今以后都牵着手 因为要走很远”《勾指起誓》【虚空合唱】,https://www.bilibili.com/video/BV1WGbk6KESs/,BV1WGbk6KESs,银河的鱼,,深层候选 BV 提取 + 直链页面 meta description,2026-08-12::勾指起誓,primary,,2026-08-20T12:40:00.000Z,从深层候选 BV 批量核验中命中标题【小松绿|羽啾】“说好从今以后都牵着手 因为要走很远”《勾指起誓》【虚空合唱】。页面描述中直播链接后附带 20260812 晚，且标题明确对应正式曲库歌曲“勾指起誓”；按用户最新规则，该明确对应歌切可直接作为 cut_link。
2026-08-11,manual-normalized,日期未在页面显式写出；按正式曲库当前唯一对应演唱日期回填,白鸟过河滩,title-song-name,,single,,【小松绿Viridis】《白鸟过河滩》丨“我摘下我的翅膀 它变成白鸟”,https://www.bilibili.com/video/BV1etuz6fEaa/,BV1etuz6fEaa,秋月遥zuki,,候选 BV 提取 + 直链页面 meta description,2026-08-11::白鸟过河滩,primary,,2026-08-20T12:05:00.000Z,从相关页 HTML 中提取候选 BV 后，核验直链页面 title 为【小松绿Viridis】《白鸟过河滩》丨“我摘下我的翅膀 它变成白鸟”。页面描述未直接写日期，但当前正式曲库中该歌唯一记录 last_sing_at 为 2026-08-11；按用户最新规则，只要明确对应歌曲即可作为 cut_link，因此接受该映射并将日期记为 manual-normalized。
2026-08-11,manual-normalized,pubdate-near-20260811,苍蝇,title-song-name,,single,,【小松绿Viridis/歌切】苍蝇,https://www.bilibili.com/video/BV1SKuC68Eaj/,BV1SKuC68Eaj,超级绿考子晴川,,"Bilibili targeted search by ""小松绿 歌名"" + direct view metadata verification",2026-08-11::苍蝇,primary,,2026-08-20T09:52:03.559Z,"Bilibili search result title directly names 苍蝇 and description links to Xiaosonglu; view metadata confirms title/description. Video pubdate is 2026-08-12T04:24:47Z, close to the 2026-08-11 singing replay, so under the user-relaxed rule it can serve as the corresponding cut_link."
2026-08-11,manual-normalized,20260811-cluster,春日影,title-song-name,,single,,【小松绿Viridis】《春日影》丨VR自研羊宫妃那,https://www.bilibili.com/video/BV19Cum6DERH/,BV19Cum6DERH,秋月遥zuki,,直链页面 title / meta description + 相关候选网络人工归一,2026-08-11::春日影,primary,,2026-08-20T08:56:32.700Z,视频标题直接给出真实歌曲名；日期未直写，但与同一批 2026-08-11 歌切候选同网出现，先按 2026-08-11 manual-normalized 收录。
2026-08-11,manual-normalized,20260811-cluster,匆匆那年,title-song-name,王菲,single,,【小松绿viridis】《匆匆那年》丨“我们要互相亏欠，我们要藕断丝连”,https://www.bilibili.com/video/BV1BUbC68EP6/,BV1BUbC68EP6,秋月遥zuki,,直链页面 title / meta description / 相关候选网络人工归一,2026-08-11::匆匆那年,primary,,2026-08-20T09:07:51.220Z,视频标题直接给出真实歌曲名《匆匆那年》；页面未直写日期，但该条与《偏食》《下等马》《月が綺麗ね》《春日影》《白鸟过河滩》等同属 2026-08-11 歌切候选网络，按当前 song-cut-first 流程先以 2026-08-11 manual-normalized 收录。
2026-08-11,manual-normalized,20260811-cluster,恋爱困难少女,title-song-name,,single,,“你喜欢怎样的女孩？”《恋爱困难少女》【小松绿Viridis｜歌切】,https://www.bilibili.com/video/BV1QTgJ6vEdB/,BV1QTgJ6vEdB,霧山_Kiriyama,,直链页面 title / meta description / 相关候选网络人工归一,2026-08-11::恋爱困难少女,primary,,2026-08-20T09:10:44.524Z,标题明确给出《恋爱困难少女》且注明为“小松绿Viridis｜歌切”；页面未直写日期，但该条出现在 8/11 歌切候选网络中，并与单相思、春日影、下等马等同批小松绿歌切强关联，按当前 song-cut-first 流程先以 2026-08-11 manual-normalized 收录。
2026-08-11,description-date,20260811,玛德琳娜电塔,title-song-name,,single,,【小松绿Viridis】《玛德琳娜电塔(Mardayline Tower)》,https://www.bilibili.com/video/BV1bCuz6UEAV/,BV1bCuz6UEAV,天生就喜欢笑,,"Bilibili targeted search by ""小松绿 歌名"" + direct view metadata verification",2026-08-11::玛德琳娜电塔,primary,,2026-08-20T09:52:03.559Z,"Search result and direct view metadata both confirm exact song title 《玛德琳娜电塔(Mardayline Tower)》; description explicitly carries 20260811 plus Xiaosonglu space link, so it is a clear same-day corresponding cut."
2026-08-11,description-date,20260811,目的论,title-song-name,,single,,【小松绿Viridis】《目的论》,https://www.bilibili.com/video/BV1gzuz6pE4C/,BV1gzuz6pE4C,天生就喜欢笑,,"Bilibili targeted search by ""小松绿 歌名"" + direct view metadata verification",2026-08-11::目的论,primary,,2026-08-20T09:52:03.559Z,"Search result and direct view metadata both confirm exact song title 《目的论》; description explicitly carries 20260811 plus Xiaosonglu space link, so it is a clear same-day corresponding cut."
2026-08-11,manual-normalized,20260811-cluster,偏食,title-song-name,,single,,【小松绿Viridis】《偏食》丨“亲爱的，干脆将我吃掉吧❤”,https://www.bilibili.com/video/BV1yJu16bETb/,BV1yJu16bETb,秋月遥zuki,,直链页面 title / meta description + 相关候选网络人工归一,2026-08-11::偏食,primary,,2026-08-20T08:56:32.700Z,视频标题直接给出真实歌曲名；日期未直写，但与同一批 2026-08-11 歌切候选同网出现，先按 2026-08-11 manual-normalized 收录。
2026-08-11,manual-normalized,20260811-cluster,食虫植物,title-song-name,理芽,single,,【小松绿Viridis】《食虫植物》丨“请不要离开好吗？”,https://www.bilibili.com/video/BV1fUuy6SEYm/,BV1fUuy6SEYm,秋月遥zuki,,直链页面 title / meta description / 相关候选网络人工归一,2026-08-11::食虫植物,primary,,2026-08-20T09:07:51.220Z,视频标题直接给出真实歌曲名《食虫植物》；页面未直写日期，但该条与《偏食》《下等马》《月が綺麗ね》《春日影》《白鸟过河滩》等同属 2026-08-11 歌切候选网络，按当前 song-cut-first 流程先以 2026-08-11 manual-normalized 收录。
2026-08-11,manual-normalized,20260811-cluster,下等马,title-song-name,ChiliChill,single,,【小松绿Viridis】《下等马》丨“一身素青纱 草柄当头花”,https://www.bilibili.com/video/BV17Wuz6YEci/,BV17Wuz6YEci,秋月遥zuki,,直链页面 title / meta description + 相关候选网络人工归一,2026-08-11::下等马,primary,,2026-08-20T08:56:32.700Z,视频标题直接给出真实歌曲名；日期未在简介中直写，但该条与 BV1znuz6eED5《单相思》、BV1etuz6fEaa《白鸟过河滩》同属 2026-08-11 歌切候选网络，按当前 song-cut-first 流程先以 2026-08-11 manual-normalized 收录。
2026-08-11,manual-normalized,20260811-cluster,月が綺麗ね,manual-normalized,,single,,【小松绿viridis】月が綺麗ねと言われたい！丨想听你说月色真美,https://www.bilibili.com/video/BV1F7uz6qEKN/,BV1F7uz6qEKN,秋月遥zuki,,直链页面 title / meta description + 相关候选网络人工归一,2026-08-11::月が綺麗ね,primary,,2026-08-20T08:56:32.700Z,标题核心曲名可归一化为“月が綺麗ね”；日期未直写，但与同一批 2026-08-11 歌切候选同网出现，先按 2026-08-11 manual-normalized 收录，备注保留原始花字标题。
2026-08-11,description-date,20260811,カタオモイ,manual-normalized,Aimer,single,,【小松绿Viridis】单相思,https://www.bilibili.com/video/BV1znuz6eED5/,BV1znuz6eED5,华丽失败酱,,直链页面 title / meta description + 相关候选网络人工归一,2026-08-11::カタオモイ,primary,,2026-08-20T08:56:32.700Z,直链页面 meta description 明示 20260811；视频标题使用中文译名“单相思”，按真实曲名归一化为 Aimer《カタオモイ》，display_song_name 保留为“单相思”。
2026-08-10,description-date,20260810,太聪明,title-song-name,,single,,【小松绿Viridis】《太聪明》,https://www.bilibili.com/video/BV1FMud6mEuh/,BV1FMud6mEuh,天生就喜欢笑,,User-provided direct link + direct view metadata verification,2026-08-10::太聪明,primary,,2026-08-20T10:10:09.821Z,"Direct page metadata confirms title 【小松绿Viridis】《太聪明》 and description 20260810 + Xiaosonglu space link, so under the user-relaxed rule this is a clear same-day corresponding cut."
2026-08-10,description-date,20260810,踊り子,title-song-name,Vaundy,single,,【小松绿Viridis】《踊り子》（练歌）,https://www.bilibili.com/video/BV1NZuR6sE7m/,BV1NZuR6sE7m,天生就喜欢笑,,直链页面 title / meta description,2026-08-10::踊り子,primary,,2026-08-20T09:03:04.932Z,直链页面 meta description 明示日期 20260810；标题直接给出真实歌曲名《踊り子》，并说明为练歌片段，可作为当日 song-cut-first 增量收录。
2026-08-09,description-date,2026.08.09,虫儿飞,title-song-name,,single,,【小松绿Viridis/翻唱】《虫儿飞》,https://www.bilibili.com/video/BV1RZuy6CEjs/,BV1RZuy6CEjs,小鸡奇遇記,01:45,直链页面 meta description,2026-08-09::虫儿飞,primary,,2026-08-20T09:05:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《虫儿飞》，meta description 明示日期 2026.08.09 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“虫儿飞”。
2026-08-09,description-date,2026.08.09,词不达意,title-song-name,林忆莲,single,,【小松绿Viridis/翻唱】《词不达意》,https://www.bilibili.com/video/BV1qqum6REJB/,BV1qqum6REJB,小鸡奇遇記,,直链页面 title / meta description / 相关候选网络人工归一,2026-08-09::词不达意,primary,,2026-08-20T09:10:44.524Z,直链页面 meta description 明示日期 2026.08.09，标题直接给出真实歌曲名《词不达意》，可作为当日 song-cut-first 增量收录。
2026-08-09,description-date,2026.8.9下午,横竖撇点折,title-song-name,,single,,【小松绿】《横竖撇点折》,https://www.bilibili.com/video/BV1aUum67E7g/,BV1aUum67E7g,给我来打二向箔,,直链页面 title / meta description / 相关候选网络人工归一,2026-08-09::横竖撇点折,primary,,2026-08-20T09:07:51.220Z,直链页面 meta description 明示日期 2026.8.9 下午，标题直接给出真实歌曲名《横竖撇点折》，可作为当日 song-cut-first 增量收录。
2026-08-09,description-date,2026.08.09,花粉症,title-song-name,,single,,【小松绿Viridis/翻唱】《花粉症》,https://www.bilibili.com/video/BV11ju16hExN/,BV11ju16hExN,小鸡奇遇記,03:10,直链页面 meta description,2026-08-09::花粉症,primary,,2026-08-20T09:55:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《花粉症》，meta description 明示日期 2026.08.09 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“花粉症”。
2026-08-09,description-date,20260809,绝不认输,title-song-name,,single,,【小松绿Viridis】老鼠蟑螂陪我过夜！小声跟唱《绝不认输》,https://www.bilibili.com/video/BV1A1uy69EPP/,BV1A1uy69EPP,天生就喜欢笑,,直链页面 title / meta description,2026-08-09::绝不认输,primary,,2026-08-20T09:03:04.932Z,直链页面 meta description 明示日期 20260809；标题明确写出“小声跟唱《绝不认输》”，属于较短的明确演唱片段，按当前 song-cut-first 流程先收录并保留轻声跟唱说明。
2026-08-09,description-date,2026.08.09,木偶,title-song-name,,single,,【小松绿Viridis/翻唱】《木偶》,https://www.bilibili.com/video/BV1ppu16tE99/,BV1ppu16tE99,小鸡奇遇記,,直链页面 title / meta description,2026-08-09::木偶,primary,,2026-08-20T09:03:04.932Z,直链页面 meta description 明示日期 2026.08.09，标题直接给出真实歌曲名《木偶》，可作为当日 song-cut-first 增量收录。
2026-08-09,description-date,2026.8.9下午,青柠,title-song-name,,single,,【小松绿】《青柠》,https://www.bilibili.com/video/BV1gTu16BEjy/,BV1gTu16BEjy,给我来打二向箔,03:17,候选 BV 提取 + 直链页面 meta description,2026-08-09::青柠,primary,,2026-08-20T12:05:00.000Z,从相关页 HTML 中提取候选 BV 后，核验直链页面 title 为【小松绿】《青柠》，meta description 明示 2026.8.9 下午。该标题直接对应正式曲库歌曲“青柠”，可作为 cut_link。
2026-08-09,description-date,2026.08.09,人间失宠,title-song-name,,single,,【小松绿Viridis/翻唱】《人间失宠》,https://www.bilibili.com/video/BV1yEu16FEQe/,BV1yEu16FEQe,小鸡奇遇記,04:07,直链页面 meta description,2026-08-09::人间失宠,primary,,2026-08-20T09:05:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《人间失宠》，meta description 明示日期 2026.08.09 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“人间失宠”。
2026-08-09,manual-normalized,日期未在页面显式写出；按正式曲库当前唯一对应演唱日期回填,苏州河,title-song-name,,single,,【绿的歌】苏州河,https://www.bilibili.com/video/BV1qqum6REvu/,BV1qqum6REvu,圆圆帽小莫,,候选 BV 提取 + 直链页面 meta description,2026-08-09::苏州河,primary,,2026-08-20T12:05:00.000Z,从相关页 HTML 中提取候选 BV 后，核验直链页面 title 为【绿的歌】苏州河，页面描述指向小松绿 Viridis。页面未直接写日期，但当前正式曲库中该歌唯一记录 last_sing_at 为 2026-08-09；按用户最新规则，只要明确对应歌曲即可作为 cut_link，因此接受该映射并将日期记为 manual-normalized。
2026-08-09,manual-normalized,pubdate-near-20260809,棠梨煎雪,title-song-name,,single,,棠梨煎雪 歌切【小松绿】,https://www.bilibili.com/video/BV1Lcum6nEva/,BV1Lcum6nEva,海鲸颂晚UwU,,"Bilibili targeted search by ""小松绿 歌名"" + direct view metadata verification",2026-08-09::棠梨煎雪,primary,,2026-08-20T09:52:03.559Z,"Bilibili search result title directly names 棠梨煎雪 and identifies Xiaosonglu; view metadata confirms the title plus Xiaosonglu live-room / space links. Video pubdate is 2026-08-09T12:03:55Z, close to the 2026-08-09 singing replay, so under the user-relaxed rule it can serve as the corresponding cut_link."
2026-08-09,description-date,2026年8月9日,跳楼机,title-song-name,,single,,【小松绿Viridis】跳楼机,https://www.bilibili.com/video/BV1izum6WEZf/,BV1izum6WEZf,キラル,03:17,候选 BV 提取 + 直链页面 meta description,2026-08-09::跳楼机,primary,,2026-08-20T12:05:00.000Z,从相关页 HTML 中提取候选 BV 后，核验直链页面 title 为【小松绿Viridis】跳楼机，meta description 明示剪辑自 2026年08月09日直播。按用户最新规则，只要明确对应歌曲即可作为 cut_link。
2026-08-09,description-date,2026.08.09,小幸运,title-song-name,,single,,【小松绿Viridis/翻唱】《小幸运》,https://www.bilibili.com/video/BV1nbu16WEA6/,BV1nbu16WEA6,小鸡奇遇記,04:21,直链页面 meta description,2026-08-09::小幸运,primary,,2026-08-20T09:05:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《小幸运》，meta description 明示日期 2026.08.09 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“小幸运”。
2026-08-09,description-date,2026.08.09,心愿便利贴,title-song-name,元若蓝 / 吴忠明,single,,【小松绿Viridis/翻唱】《心愿便利贴》,https://www.bilibili.com/video/BV1dRuy61Eti/,BV1dRuy61Eti,小鸡奇遇記,,直链页面 title / meta description / 相关候选网络人工归一,2026-08-09::心愿便利贴,primary,,2026-08-20T09:10:44.524Z,直链页面 meta description 明示日期 2026.08.09，标题直接给出真实歌曲名《心愿便利贴》，可作为当日 song-cut-first 增量收录。
2026-08-09,description-date,2026年08月09日,Virtual to LIVE,manual-normalized,,single,,【小松绿Viridis】Virtual to LIVE 但是唱哭,https://www.bilibili.com/video/BV1XAu16gE7U/,BV1XAu16gE7U,キラル,06:34,b23 shortlink + 直链页面 meta description,2026-08-09::Virtual to LIVE,primary,,2026-08-20T11:20:00.000Z,通过公开短链 b23.tv/6uDzhcz 解析到 BV1XAu16gE7U；直链页面 title 为【小松绿Viridis】Virtual to LIVE 但是唱哭，meta description 明示剪辑自 2026年08月09日直播。按用户最新规则，只要明确对应歌曲即可作为 cut_link，因此将 song_name 规范为 Virtual to LIVE。
2026-08-09,description-date,2026.08.09,プロポーズ,title-song-name,,single,,【小松绿Viridis/翻唱】《プロポーズ》（Propose）,https://www.bilibili.com/video/BV19Fu16GEdc/,BV19Fu16GEdc,小鸡奇遇記,,直链页面 title / meta description + 相关候选网络人工归一,2026-08-09::プロポーズ,primary,,2026-08-20T08:56:32.700Z,直链页面 meta description 明示 2026.08.09；标题直接给出真实歌曲名，可作为当日 song-cut-first 增量收录。
2026-08-08,description-date,2026.08.08,暖暖,title-song-name,,single,,【小松绿Viridis/翻唱】《暖暖》,https://www.bilibili.com/video/BV1KVu36iE1z/,BV1KVu36iE1z,小鸡奇遇記,04:05,直链页面 meta description,2026-08-08::暖暖,primary,,2026-08-20T10:45:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《暖暖》，meta description 明示日期 2026.08.08 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“暖暖”。
2026-08-08,description-date,2026.08.08,人间应又雪,title-song-name,,single,,【小松绿Viridis/翻唱】《人间应又雪》,https://www.bilibili.com/video/BV1QAu36GEbM/,BV1QAu36GEbM,小鸡奇遇記,04:02,直链页面 meta description,2026-08-08::人间应又雪,primary,,2026-08-20T10:45:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《人间应又雪》，meta description 明示日期 2026.08.08 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“人间应又雪”。
2026-08-08,description-date,2026.08.08,迂回步,title-song-name,,single,,【小松绿Viridis/翻唱】《迂回步》,https://www.bilibili.com/video/BV1Uuu36ME6g/,BV1Uuu36ME6g,小鸡奇遇記,04:03,直链页面 meta description,2026-08-08::迂回步,primary,,2026-08-20T10:45:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《迂回步》，meta description 明示日期 2026.08.08 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“迂回步”。
2026-08-07,description-date,2026.08.07（首播）,少女レイ,title-song-name,,single,,【小松绿Viridis/翻唱】《少女レイ》,https://www.bilibili.com/video/BV1Xiu86aEwV/,BV1Xiu86aEwV,小鸡奇遇記,04:29,直链页面 meta description,2026-08-07::少女レイ,primary,,2026-08-20T10:45:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《少女レイ》，meta description 明示日期 2026.08.07（首播）与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“少女レイ”。
